Refdate,Link_Apto,Endereco,Bairro,Valor,Andares,Tamanho (m2),Valor (m2),Quartos,Suites,Garagem,Banheiros,Varanda,Mobiliado,Portaria,Metro
17/04/2023,https://loft.com.br/imovel/casa-rua-raul-vieira-de-carvalho-jardim-sao-paulo-sao-paulo-3-quartos-104m2/17hoq6l,Rua Raul Vieira de Carvalho - Jardim São Paulo - São Paulo - SP,Jardim São Paulo,700000,Sem info,104,6730,3,1,0,2,0,Não,Sem descrição,100000000
17/04/2023,https://loft.com.br/imovel/casa-rua-helena-do-sacramento-mandaqui-sao-paulo-2-quartos-114m2/szo7g0,Rua Helena do Sacramento - Mandaqui - São Paulo - SP,Mandaqui,750000,Sem info,114,6578,2,0,0,3,0,Não,Sem descrição,100000000
17/04/2023,https://loft.com.br/imovel/casa-rua-andre-dreyfus-perdizes-sao-paulo-3-quartos-280m2/rosn0q,Rua André Dreyfus - Perdizes - São Paulo - SP,Perdizes,2200000,Sem info,280,7857,3,1,0,4,0,Não,Sem descrição,100000000
17/04/2023,https://loft.com.br/imovel/casa-rua-nemesio-ramos-figueira-mandaqui-sao-paulo-2-quartos-155m2/1bwirhx,Rua Nemésio Ramos Figueira - Mandaqui - São Paulo - SP,Mandaqui,530000,Sem info,155,3419,2,0,0,2,0,Não,Sem descrição,100000000
17/04/2023,https://loft.com.br/imovel/casa-rua-aldeia-vinte-de-setembro-vila-medeiros-sao-paulo-3-quartos-112m2/1dehrc4,Rua Aldeia Vinte de Setembro - Vila Medeiros - São Paulo - SP,Vila Medeiros,650000,Sem info,112,5803,3,1,0,3,0,Não,Sem descrição,100000000
17/04/2023,https://loft.com.br/imovel/casa-rua-cadete-ruytemberg-rocha-mandaqui-sao-paulo-5-quartos-284m2/4p4fa7,Rua Cadete Ruytemberg Rocha - Mandaqui - São Paulo - SP,Mandaqui,1699999,Sem info,284,5985,5,1,0,4,0,Não,Sem descrição,100000000
17/04/2023,https://loft.com.br/imovel/casa-avenida-ricardo-medina-filho-vila-romana-sao-paulo-3-quartos-217m2/p41k6s,Avenida Ricardo Medina Filho - Vila Romana - São Paulo - SP,Vila Romana,1680000,Sem info,217,7741,3,1,0,3,0,Não,Sem descrição,100000000
17/04/2023,https://loft.com.br/imovel/casa-travessa-wilton-adao-tucuruvi-sao-paulo-2-quartos-74m2/1t9igx5,Travessa Wilton Adão - Tucuruvi - São Paulo - SP,Tucuruvi,480000,Sem info,74,6486,2,0,0,3,0,Não,Sem descrição,100000000
17/04/2023,https://loft.com.br/imovel/casa-rua-das-imbiras-tremembe-sao-paulo-3-quartos-100m2/11u25ef,Rua das Imbiras - Tremembé - São Paulo - SP,Tremembé,550000,Sem info,100,5500,3,1,0,3,0,Não,Sem descrição,100000000
17/04/2023,https://loft.com.br/imovel/apartamento-dona-paulina-se-sao-paulo-1-quarto-21m2/zf57g1,Condomínio Edificio Lion - Viaduto Dona Paulina - Sé - São Paulo - SP,Sé,275367,4º andar em diante,21,13112,1,0,0,1,0,Não,24h,284
17/04/2023,https://loft.com.br/imovel/apartamento-jua-mirim-jose-bonifacio-sao-paulo-2-quartos-42m2/z194kv,Condomínio Residencial Plano & Iguatemi  -  Santa Teresa I - Rua Juá Mirim - José Bonifácio - São Paulo - SP,José Bonifácio,212037,4º andar em diante,42,5048,2,0,1,1,0,Não,24h,100000000
17/04/2023,https://loft.com.br/imovel/apartamento-pascal-campo-belo-sao-paulo-1-quarto-35m2/ygud0e,Condomínio Edificio Residencial Line Up Campo Belo - Rua Pascal - Campo Belo - São Paulo - SP,Campo Belo,580000,Sem info,35,16571,1,0,1,1,0,Não,Sem descrição,100000000
17/04/2023,https://loft.com.br/imovel/apartamento-jua-mirim-jose-bonifacio-sao-paulo-2-quartos-36m2/yaqi4a,Condomínio Residencial Plano & Iguatemi  -  Santa Teresa I - Rua Juá Mirim - José Bonifácio - São Paulo - SP,José Bonifácio,192000,4º andar em diante,36,5333,2,0,0,1,0,Não,Sem descrição,100000000
17/04/2023,https://loft.com.br/imovel/apartamento-alvaro-de-carvalho-republica-sao-paulo-2-quartos-64m2/y5d8v1,Condomínio Urbe - Rua Álvaro de Carvalho - República - São Paulo - SP,República,745000,4º andar em diante,64,11640,2,1,1,2,0,Não,Sem descrição,290
17/04/2023,https://loft.com.br/imovel/apartamento-alvaro-de-carvalho-republica-sao-paulo-1-quarto-23m2/xqslbi,Condomínio To Be Free - Rua Álvaro de Carvalho - República - São Paulo - SP,República,344500,3º andar,23,14978,1,0,0,1,1,Não,Sem descrição,297
17/04/2023,https://loft.com.br/imovel/apartamento-olga-fadel-abarca-cidade-lider-sao-paulo-2-quartos-52m2/xndyjb,Condomínio Mix Aricanduva - Avenida Olga Fadel Abarca - Cidade Líder - São Paulo - SP,Cidade Líder,426000,4º andar em diante,52,8192,2,0,1,1,1,Não,Sem descrição,100000000
17/04/2023,https://loft.com.br/imovel/apartamento-helena-zerrener-se-sao-paulo-1-quarto-42m2/wpgdvd,Rua Helena Zerrener - Sé - São Paulo - SP,Sé,170000,3º andar,42,4047,1,0,0,1,0,Não,Sem descrição,478
17/04/2023,https://loft.com.br/imovel/apartamento-mauro-de-araujo-ribeiro-jaragua-sao-paulo-2-quartos-50m2/stp5gu,Rua Mauro de Araújo Ribeiro - Jaraguá - São Paulo - SP,Jaraguá,245000,4º andar em diante,50,4900,2,0,1,1,0,Não,24h,100000000
17/04/2023,https://loft.com.br/imovel/apartamento-monte-azul-paulista-jaragua-sao-paulo-2-quartos-49m2/mj1p6,Condomínio Vida Nova Taipas - Rua Monte Azul Paulista - Jaraguá - São Paulo - SP,Jaraguá,290000,4º andar em diante,49,5918,2,0,1,1,0,Não,Sem descrição,100000000
17/04/2023,https://loft.com.br/imovel/apartamento-ipiranga-republica-sao-paulo-1-quarto-35m2/auity2,Condomínio Edificio Copan - Avenida Ipiranga - República - São Paulo - SP,República,372340,Sem info,35,10638,1,0,0,1,0,Não,Sem descrição,348
17/04/2023,https://loft.com.br/imovel/apartamento-tabatinguera-se-sao-paulo-studio-32m2/8mkfe0,Condomínio Jamaran - Rua Tabatinguera - Sé - São Paulo - SP,Sé,227900,4º andar em diante,32,7121,1,0,0,1,0,Não,Sem descrição,398
17/04/2023,https://loft.com.br/imovel/apartamento-santa-luzia-se-sao-paulo-1-quarto-58m2/5hcb8s,Condomínio Edificio Tonani - Rua Santa Luzia - Sé - São Paulo - SP,Sé,300332,4º andar em diante,58,5178,1,0,0,1,0,Não,Sem descrição,364
17/04/2023,https://loft.com.br/imovel/apartamento-sao-francisco-se-sao-paulo-1-quarto-38m2/3bxxvq,Condomínio Residencial São Paulo - Rua São Francisco - Sé - São Paulo - SP,Sé,330000,4º andar em diante,38,8684,1,0,0,1,0,Não,Sem descrição,102
17/04/2023,https://loft.com.br/imovel/apartamento-luis-mateus-guaianases-sao-paulo-2-quartos-43m2/2ymh1j,Condomínio Morada Dos Passaros - Rua Luís Mateus - Guaianases - São Paulo - SP,Guaianases,220000,4º andar em diante,43,5116,2,0,1,1,0,Não,24h,100000000
17/04/2023,https://loft.com.br/imovel/apartamento-luiz-migliano-vila-sonia-sao-paulo-3-quartos-92m2/1w65q97,Condomínio Misti Morumbi - Rua Doutor Luiz Migliano - Vila Sônia - São Paulo - SP,Vila Sônia,1080000,4º andar em diante,92,11739,3,1,2,2,1,Não,Sem descrição,100000000
17/04/2023,https://loft.com.br/imovel/apartamento-oscar-cintra-gordinho-se-sao-paulo-2-quartos-80m2/1nq4tii,Condomínio Edificio Dom Bosco - Rua Oscar Cintra Gordinho - Sé - São Paulo - SP,Sé,310000,Sem info,80,3875,2,0,0,1,0,Não,Sem descrição,454
17/04/2023,https://loft.com.br/imovel/apartamento-gastao-madeira-vila-maria-sao-paulo-2-quartos-69m2/1lnk31u,Condomínio Dolce Villa - Rua Gastão Madeira - Vila Maria - São Paulo - SP,Vila Maria,550000,4º andar em diante,69,7971,2,1,1,2,0,Não,24h,100000000
17/04/2023,https://loft.com.br/imovel/apartamento-jurua-pari-sao-paulo-2-quartos-69m2/1jrbe6d,Rua Juruá - Pari - São Paulo - SP,Pari,465520,3º andar,69,6746,2,0,0,1,0,Não,Sem descrição,100000000
17/04/2023,https://loft.com.br/imovel/apartamento-saguairu-casa-verde-sao-paulo-3-quartos-98m2/1gnu8m6,Condomínio Immaginato Casa Verde - Rua Saguairu - Casa Verde - São Paulo - SP,Casa Verde,1450000,4º andar em diante,98,14795,3,1,2,3,0,Não,Sem descrição,100000000
17/04/2023,https://loft.com.br/imovel/apartamento-rua-taquari-mooca-sao-paulo-2-quartos-52m2/1go48fs,Condomínio Residencial Parque Taquari - Rua Taquari - Mooca - São Paulo - SP,Mooca,480000,4º andar em diante,52,9230,2,0,1,1,1,Não,Sem descrição,813
17/04/2023,https://loft.com.br/imovel/apartamento-avenida-prefeito-fabio-prado-chacara-klabin-sao-paulo-2-quartos-74m2/10ilf0q,Condomínio Edificio Thelma - Avenida Prefeito Fábio Prado - Chácara Klabin - São Paulo - SP,Chácara Klabin,900000,4º andar em diante,74,12162,2,0,1,2,1,Não,Sem descrição,485
17/04/2023,https://loft.com.br/imovel/apartamento-rua-arlindo-veiga-dos-santos-jardim-marajoara-sao-paulo-3-quartos-82m2/xq6ryx,Condomínio Forest Hills Park - Rua Arlindo Veiga dos Santos - Jardim Marajoara - São Paulo - SP,Jardim Marajoara,695000,4º andar em diante,82,8475,3,1,1,2,0,Não,Sem descrição,100000000
17/04/2023,https://loft.com.br/imovel/apartamento-rua-palacete-das-aguias-jabaquara-sao-paulo-3-quartos-98m2/1rv89m0,Condomínio Edificio Ilha De Saint Martin - Rua Palacete das Águias - Jabaquara - São Paulo - SP,Jabaquara,800000,Sem info,98,8163,3,1,2,2,0,Não,Sem descrição,100000000
17/04/2023,https://loft.com.br/imovel/apartamento-rua-carlos-magalhaes-campo-limpo-sao-paulo-2-quartos-56m2/1167yay,Condomínio Edifício Residencial Real - Rua Carlos Magalhães - Campo Limpo - São Paulo - SP,Campo Limpo,370000,Sem info,56,6607,2,0,1,1,0,Não,Sem descrição,100000000
17/04/2023,https://loft.com.br/imovel/apartamento-alameda-dos-anapurus-moema-indios-sao-paulo-4-quartos-200m2/1q8tdga,Condomínio Edificio Parc Mondrian - Alameda dos Anapurus - Moema Índios - São Paulo - SP,MoemaÍndios,2650000,4º andar em diante,200,13250,4,4,3,6,0,Sim,Sem descrição,746
17/04/2023,https://loft.com.br/imovel/apartamento-rua-luiz-seraphico-junior-santo-amaro-sao-paulo-1-quarto-27m2/1tk9854,Condomínio Laguna 430 By Plano & Plano - Rua Luiz Seráphico Júnior - Santo Amaro - São Paulo - SP,Santo Amaro,290000,4º andar em diante,27,10740,1,0,0,1,0,Não,Sem descrição,100000000
17/04/2023,https://loft.com.br/imovel/apartamento-rua-edson-campo-belo-sao-paulo-3-quartos-130m2/1h25pr4,Condomínio Edificio Maison De Saint Hilaire - Rua Edson - Campo Belo - São Paulo - SP,Campo Belo,1350000,Sem info,130,10384,3,1,1,1,0,Não,Sem descrição,100000000
17/04/2023,https://loft.com.br/imovel/apartamento-rua-madre-de-deus-mooca-sao-paulo-1-quarto-40m2/1rmhw7s,Rua Madre de Deus - Mooca - São Paulo - SP,Mooca,266000,3º andar,40,6650,1,0,0,1,0,Não,Sem descrição,100000000
17/04/2023,https://loft.com.br/imovel/apartamento-rua-constantino-de-sousa-campo-belo-sao-paulo-2-quartos-171m2/whntpl,Condomínio Sky Campo Belo - Rua Constantino de Sousa - Campo Belo - São Paulo - SP,Campo Belo,3400000,4º andar em diante,171,19883,2,2,3,2,0,Sim,Sem descrição,549
17/04/2023,https://loft.com.br/imovel/apartamento-rua-florida-brooklin-sao-paulo-2-quartos-120m2/l4wwxg,Condomínio Florida Penthouses  -  Landmark Nacoes Unidas - Rua Flórida - Brooklin - São Paulo - SP,Brooklin,2287000,4º andar em diante,120,19058,2,1,2,3,0,Não,Sem descrição,100000000
17/04/2023,https://loft.com.br/imovel/apartamento-rua-vicente-de-carvalho-cambuci-sao-paulo-2-quartos-72m2/jojler,Rua Vicente de Carvalho - Cambuci - São Paulo - SP,Cambuci,405000,4º andar em diante,72,5625,2,0,1,1,1,Não,Sem descrição,100000000
17/04/2023,https://loft.com.br/imovel/apartamento-rua-itamira-vila-andrade-sao-paulo-4-quartos-190m2/j44zai,Condomínio Itamira - Rua Itamira - Vila Andrade - São Paulo - SP,Vila Andrade,1099000,Sem info,190,5784,4,2,4,3,0,Não,Sem descrição,100000000
17/04/2023,https://loft.com.br/imovel/apartamento-rua-doutor-paschoal-imperatriz-brooklin-sao-paulo-1-quarto-75m2/1609vy6,Condomínio Follow  -  The Eureka Building - Rua Doutor Paschoal Imperatriz - Brooklin - São Paulo - SP,Brooklin,1450000,Sem info,75,19333,1,1,1,2,0,Não,Sem descrição,100000000
17/04/2023,https://loft.com.br/imovel/apartamento-rua-pedroso-alvarenga-itaim-bibi-sao-paulo-3-quartos-115m2/aac52e,Condomínio Edificio Urupema E Urubici - Rua Pedroso Alvarenga - Itaim Bibi - São Paulo - SP,Itaim Bibi,1750000,4º andar em diante,115,15217,3,1,1,3,0,Não,Sem descrição,100000000
17/04/2023,https://loft.com.br/imovel/apartamento-alameda-nothmann-campos-elisios-sao-paulo-2-quartos-100m2/pvn8ke,Alameda Nothmann - Campos Elísios - São Paulo - SP,Campos Elísios,265000,4º andar em diante,100,2650,2,0,0,1,0,Não,Sem descrição,513
17/04/2023,https://loft.com.br/imovel/apartamento-rua-do-boqueirao-cursino-sao-paulo-2-quartos-81m2/ncf77p,Rua do Boqueirão - Cursino - São Paulo - SP,Cursino,890000,4º andar em diante,81,10987,2,1,2,2,0,Não,Sem descrição,100000000
17/04/2023,https://loft.com.br/imovel/apartamento-avenida-juriti-moema-passaros-sao-paulo-3-quartos-244m2/1gtcwij,Condomínio Edificio Golden Park - Avenida Juriti - Moema Pássaros - São Paulo - SP,Moema Pássaros,4300000,4º andar em diante,244,17622,3,3,3,5,0,Não,Sem descrição,612
17/04/2023,https://loft.com.br/imovel/apartamento-avenida-angelica-campos-elisios-sao-paulo-1-quarto-42m2/1dwgbm0,Avenida Angélica - Campos Elísios - São Paulo - SP,Campos Elísios,320000,3º andar,42,7619,1,0,1,1,0,Não,Sem descrição,511
17/04/2023,https://loft.com.br/imovel/apartamento-rua-carlos-weber-vila-leopoldina-sao-paulo-3-quartos-85m2/181puh5,Condomínio Terracos Alto Da Lapa Condominio Clube - Rua Carlos Weber - Vila Leopoldina - São Paulo - SP,Vila Leopoldina,1200000,4º andar em diante,85,14117,3,1,2,3,0,Não,Sem descrição,100000000
17/04/2023,https://loft.com.br/imovel/apartamento-rua-sabbado-d-angelo-jose-bonifacio-sao-paulo-1-quarto-33m2/167d851,"Rua Sabbado D'Ângelo"", ' José Bonifácio - São Paulo - SP",José Bonifácio,263000,4º andar em diante,33,7969,1,0,0,1,0,Não,Sem descrição,100000000
17/04/2023,https://loft.com.br/imovel/apartamento-rua-casa-do-ator-vila-olimpia-sao-paulo-2-quartos-105m2/sx2tmj,Condomínio Galeria 90 - Rua Casa do Ator - Vila Olímpia - São Paulo - SP,Vila Olímpia,3723500,4º andar em diante,105,35461,2,2,2,2,0,Não,Sem descrição,100000000
17/04/2023,https://loft.com.br/imovel/apartamento-rua-diana-perdizes-sao-paulo-2-quartos-65m2/120izg1,Condomínio Edificio Tropical - Rua Diana - Perdizes - São Paulo - SP,Perdizes,500000,Sem info,65,7692,2,0,0,2,0,Não,Sem descrição,100000000
17/04/2023,https://loft.com.br/imovel/apartamento-rua-antonio-pereira-simoes-ermelino-matarazzo-sao-paulo-2-quartos-40m2/16ug951,Rua Antônio Pereira Simões - Ermelino Matarazzo - São Paulo - SP,Ermelino Matarazzo,210000,3º andar,40,5250,2,0,0,1,0,Não,Sem descrição,100000000
17/04/2023,https://loft.com.br/imovel/apartamento-rua-americo-brasiliense-santo-amaro-sao-paulo-1-quarto-28m2/1aol97q,Condomínio Edificio Towers Nacoes Unidas - Rua Américo Brasiliense - Santo Amaro - São Paulo - SP,Santo Amaro,219000,4º andar em diante,28,7821,1,1,1,1,0,Não,Sem descrição,100000000
17/04/2023,https://loft.com.br/imovel/apartamento-rua-lopes-de-medeiros-parque-do-carmo-sao-paulo-2-quartos-40m2/1cgb4ef,Rua Lopes de Medeiros - Parque do Carmo - São Paulo - SP,Parquedo Carmo,170000,3º andar,40,4250,2,0,0,1,0,Não,Sem descrição,100000000
17/04/2023,https://loft.com.br/imovel/apartamento-rua-capricho-tucuruvi-sao-paulo-2-quartos-60m2/1duso9e,Rua Capricho - Tucuruvi - São Paulo - SP,Tucuruvi,429000,3º andar,60,7150,2,1,1,2,0,Não,Sem descrição,100000000
17/04/2023,https://loft.com.br/imovel/apartamento-rua-pinheiro-preto-itaquera-sao-paulo-2-quartos-36m2/1hpvxw1,Rua Pinheiro Preto - Itaquera - São Paulo - SP,Itaquera,189000,3º andar,36,5250,2,0,0,1,0,Não,Sem descrição,100000000
17/04/2023,https://loft.com.br/imovel/apartamento-avenida-roque-petroni-junior-brooklin-sao-paulo-1-quarto-26m2/1hzeeci,Avenida Roque Petroni Júnior - Brooklin - São Paulo - SP,Brooklin,440000,4º andar em diante,26,16923,1,0,0,1,1,Não,Sem descrição,217
17/04/2023,https://loft.com.br/imovel/apartamento-rua-manuel-gaya-tremembe-sao-paulo-2-quartos-43m2/1kim37,Rua Manuel Gaya - Tremembé - São Paulo - SP,Tremembé,280000,3º andar,43,6511,2,0,0,1,0,Não,Sem descrição,100000000
17/04/2023,https://loft.com.br/imovel/apartamento-rua-doutor-veiga-filho-sumare-sao-paulo-3-quartos-193m2/1ku3k7s,Condomínio Edificio Ilha De Nassau - Rua Doutor Veiga Filho - Sumaré - São Paulo - SP,Sumaré,1599000,4º andar em diante,193,8284,3,1,3,3,1,Não,Sem descrição,830
17/04/2023,https://loft.com.br/imovel/apartamento-rua-miyano-oba-tucuruvi-sao-paulo-1-quarto-40m2/1ljoh9p,Rua Miyano Oba - Tucuruvi - São Paulo - SP,Tucuruvi,255000,3º andar,40,6375,1,0,0,1,0,Não,Sem descrição,332
17/04/2023,https://loft.com.br/imovel/apartamento-rua-barra-mansa-tucuruvi-sao-paulo-1-quarto-45m2/1m7l5cy,Rua Barra Mansa - Tucuruvi - São Paulo - SP,Tucuruvi,285000,3º andar,45,6333,1,0,1,1,0,Não,Sem descrição,876
17/04/2023,https://loft.com.br/imovel/apartamento-rua-roque-de-paula-monteiro-jacana-sao-paulo-1-quarto-26m2/1o6g89k,Rua Roque de Paula Monteiro - Jaçanã - São Paulo - SP,Jaçanã,213000,Sem info,26,8192,1,0,0,1,0,Não,Sem descrição,100000000
17/04/2023,https://loft.com.br/imovel/apartamento-rua-alcindo-guanabara-chacara-klabin-sao-paulo-2-quartos-71m2/1o6opxj,Condomínio Edifício Guanabara - Rua Alcindo Guanabara - Chácara Klabin - São Paulo - SP,Chácara Klabin,920000,Sem info,71,12957,2,1,2,2,0,Não,Sem descrição,100000000
17/04/2023,https://loft.com.br/imovel/apartamento-rua-alegria-bras-sao-paulo-3-quartos-73m2/1o9pgat,Rua Alegria - Brás - São Paulo - SP,Brás,680000,Sem info,73,9315,3,1,1,2,0,Não,Sem descrição,167
17/04/2023,https://loft.com.br/imovel/apartamento-rua-geraldo-pimentel-dias-ponte-rasa-sao-paulo-2-quartos-40m2/1oo59dv,Rua Geraldo Pimentel Dias - Ponte Rasa - São Paulo - SP,Ponte Rasa,210000,3º andar,40,5250,2,0,0,1,0,Não,Sem descrição,100000000
17/04/2023,https://loft.com.br/imovel/apartamento-rua-da-consolacao-jardim-america-sao-paulo-1-quarto-26m2/1t796i9,Condomínio Edificio Poeta Drummond - Rua da Consolação - Jardim América - São Paulo - SP,Jardim América,367000,4º andar em diante,26,14115,1,1,1,1,0,Não,Sem descrição,508
17/04/2023,https://loft.com.br/imovel/apartamento-dona-paulina-se-sao-paulo-1-quarto-21m2/zf57g1,Condomínio Edificio Lion - Viaduto Dona Paulina - Sé - São Paulo - SP,Sé,275367,4º andar em diante,21,13112,1,0,0,1,0,Não,24h,284
17/04/2023,https://loft.com.br/imovel/apartamento-jua-mirim-jose-bonifacio-sao-paulo-2-quartos-42m2/z194kv,Condomínio Residencial Plano & Iguatemi  -  Santa Teresa I - Rua Juá Mirim - José Bonifácio - São Paulo - SP,José Bonifácio,212037,4º andar em diante,42,5048,2,0,1,1,0,Não,24h,100000000
17/04/2023,https://loft.com.br/imovel/apartamento-pascal-campo-belo-sao-paulo-1-quarto-35m2/ygud0e,Condomínio Edificio Residencial Line Up Campo Belo - Rua Pascal - Campo Belo - São Paulo - SP,Campo Belo,580000,Sem info,35,16571,1,0,1,1,0,Não,Sem descrição,100000000
17/04/2023,https://loft.com.br/imovel/apartamento-jua-mirim-jose-bonifacio-sao-paulo-2-quartos-36m2/yaqi4a,Condomínio Residencial Plano & Iguatemi  -  Santa Teresa I - Rua Juá Mirim - José Bonifácio - São Paulo - SP,José Bonifácio,192000,4º andar em diante,36,5333,2,0,0,1,0,Não,Sem descrição,100000000
17/04/2023,https://loft.com.br/imovel/apartamento-alvaro-de-carvalho-republica-sao-paulo-2-quartos-64m2/y5d8v1,Condomínio Urbe - Rua Álvaro de Carvalho - República - São Paulo - SP,República,745000,4º andar em diante,64,11640,2,1,1,2,0,Não,Sem descrição,290
17/04/2023,https://loft.com.br/imovel/apartamento-alvaro-de-carvalho-republica-sao-paulo-1-quarto-23m2/xqslbi,Condomínio To Be Free - Rua Álvaro de Carvalho - República - São Paulo - SP,República,344500,3º andar,23,14978,1,0,0,1,1,Não,Sem descrição,297
17/04/2023,https://loft.com.br/imovel/apartamento-olga-fadel-abarca-cidade-lider-sao-paulo-2-quartos-52m2/xndyjb,Condomínio Mix Aricanduva - Avenida Olga Fadel Abarca - Cidade Líder - São Paulo - SP,Cidade Líder,426000,4º andar em diante,52,8192,2,0,1,1,1,Não,Sem descrição,100000000
17/04/2023,https://loft.com.br/imovel/apartamento-helena-zerrener-se-sao-paulo-1-quarto-42m2/wpgdvd,Rua Helena Zerrener - Sé - São Paulo - SP,Sé,170000,3º andar,42,4047,1,0,0,1,0,Não,Sem descrição,478
17/04/2023,https://loft.com.br/imovel/apartamento-mauro-de-araujo-ribeiro-jaragua-sao-paulo-2-quartos-50m2/stp5gu,Rua Mauro de Araújo Ribeiro - Jaraguá - São Paulo - SP,Jaraguá,245000,4º andar em diante,50,4900,2,0,1,1,0,Não,24h,100000000
17/04/2023,https://loft.com.br/imovel/apartamento-monte-azul-paulista-jaragua-sao-paulo-2-quartos-49m2/mj1p6,Condomínio Vida Nova Taipas - Rua Monte Azul Paulista - Jaraguá - São Paulo - SP,Jaraguá,290000,4º andar em diante,49,5918,2,0,1,1,0,Não,Sem descrição,100000000
17/04/2023,https://loft.com.br/imovel/apartamento-iososuke-okaue-parque-do-carmo-sao-paulo-2-quartos-42m2/kauerh,Condomínio Residencial Plano & Parque Do Carmo  -  Iososuke I - Rua Iososuke Okaue - Parque do Carmo - São Paulo - SP,Parquedo Carmo,185000,4º andar em diante,42,4404,2,0,0,1,0,Não,Sem descrição,100000000
17/04/2023,https://loft.com.br/imovel/apartamento-igarape-agua-azul-cidade-tiradentes-sao-paulo-2-quartos-58m2/josoep,Condomínio Residencial Metalurgicos I - Rua Igarapé Água Azul - Cidade Tiradentes - São Paulo - SP,Cidade Tiradentes,283649,4º andar em diante,58,4890,2,0,1,1,0,Não,24h,100000000
17/04/2023,https://loft.com.br/imovel/apartamento-sassaki-cidade-ademar-sao-paulo-2-quartos-40m2/j0e503,Rua Sassaki - Cidade Ademar - São Paulo - SP,Cidade Ademar,250000,4º andar em diante,40,6250,2,0,0,1,0,Não,Sem descrição,100000000
17/04/2023,https://loft.com.br/imovel/apartamento-tabatinguera-se-sao-paulo-1-quarto-22m2/ilgoa0,Condomínio Setin Downtown Praca Da Se - Rua Tabatinguera - Sé - São Paulo - SP,Sé,294400,4º andar em diante,22,13381,1,0,0,1,0,Não,24h,391
17/04/2023,https://loft.com.br/imovel/apartamento-soror-angelica-casa-verde-sao-paulo-4-quartos-360m2/i8lrfs,Condomínio Esplanada de São Bento - Rua Soror Angélica - Casa Verde - São Paulo - SP,Casa Verde,3200000,4º andar em diante,360,8888,4,4,4,6,0,Não,Sem descrição,100000000
17/04/2023,https://loft.com.br/imovel/apartamento-santa-luzia-se-sao-paulo-1-quarto-41m2/hwdwod,Condomínio Edificio Ada - Rua Santa Luzia - Sé - São Paulo - SP,Sé,300000,3º andar,41,7317,1,0,0,1,0,Não,Parcial,349
17/04/2023,https://loft.com.br/imovel/apartamento-doutor-altino-arantes-bosque-da-saude-sao-paulo-4-quartos-129m2/1xq9igp,Condomínio Edificio Terrazza Novos Rumos - Avenida Doutor Altino Arantes - Bosque da Saúde - São Paulo - SP,Bosqueda Saúde,1350000,4º andar em diante,129,10465,4,1,3,2,2,Não,Sem descrição,592
17/04/2023,https://loft.com.br/imovel/apartamento-carlos-de-campos-pari-sao-paulo-3-quartos-102m2/1opzbr8,Avenida Carlos de Campos - 410 - Apto. 4 - Pari - São Paulo - SP,Pari,450000,3º andar,102,4411,3,0,0,2,1,Não,Sem descrição,100000000
17/04/2023,https://loft.com.br/imovel/apartamento-moreira-neto-guaianases-sao-paulo-2-quartos-52m2/1b5ud74,Condomínio Praca Do Sol Guaianazes - Rua Moreira Neto - Guaianases - São Paulo - SP,Guaianases,230000,3º andar,52,4423,2,0,1,1,1,Não,Sem descrição,100000000
17/04/2023,https://loft.com.br/imovel/apartamento-garopa-vila-curuca-sao-paulo-2-quartos-47m2/131xv3g,Condomínio Dez Curuça - Rua Garopá - Vila Curuçá - São Paulo - SP,Vila Curuçá,260000,3º andar,47,5531,2,0,1,1,0,Não,Sem descrição,100000000
17/04/2023,https://loft.com.br/imovel/casa-rua-capricho-tucuruvi-sao-paulo-2-quartos-176m2/1qgg8c5,Rua Capricho - Tucuruvi - São Paulo - SP,Tucuruvi,800000,Sem info,176,4545,2,0,0,2,0,Não,Sem descrição,983
17/04/2023,https://loft.com.br/imovel/casa-rua-aurelia-vila-romana-sao-paulo-3-quartos-462m2/1h1grwt,Rua Aurélia - Vila Romana - São Paulo - SP,Vila Romana,2341000,Sem info,462,5067,3,0,0,2,0,Não,Sem descrição,100000000
17/04/2023,https://loft.com.br/imovel/casa-rua-hermann-teles-ribeiro-agua-rasa-sao-paulo-3-quartos-125m2/qwp79x,Rua Hermann Teles Ribeiro - Água Rasa - São Paulo - SP,Água Rasa,620000,Sem info,125,4960,3,1,0,3,0,Não,Sem descrição,100000000
17/04/2023,https://loft.com.br/imovel/casa-rua-capricho-tucuruvi-sao-paulo-2-quartos-180m2/wqgbm5,Rua Capricho - Tucuruvi - São Paulo - SP,Tucuruvi,650000,Sem info,180,3611,2,1,0,3,0,Não,Sem descrição,100000000
17/04/2023,https://loft.com.br/imovel/casa-rua-jose-modesto-de-godoi-cursino-sao-paulo-3-quartos-132m2/1hy799n,Rua José Modesto de Godói - Cursino - São Paulo - SP,Cursino,641000,Sem info,132,4856,3,1,0,3,0,Não,Sem descrição,100000000
17/04/2023,https://loft.com.br/imovel/casa-rua-manuel-jose-de-almeida-freguesia-do-o-sao-paulo-3-quartos-272m2/16ihpmk,Rua Manuel José de Almeida - Freguesia do Ó - São Paulo - SP,FreguesiadoÓ,720000,Sem info,272,2647,3,3,0,6,0,Não,Sem descrição,100000000
17/04/2023,https://loft.com.br/imovel/casa-rua-francisco-ataide-mandaqui-sao-paulo-3-quartos-220m2/au9xn8,Rua Francisco Ataíde - Mandaqui - São Paulo - SP,Mandaqui,1400000,Sem info,220,6363,3,1,0,5,0,Não,Sem descrição,100000000
