Link_Apto;Endereco;Bairro;Valor_RS;Andares;Tamanho_m2;Valor_RS/m2;Quartos;Suites;Garagem;Banheiros;Varanda;Mobiliado;Portaria;Metro;id;Refdate;Lat;Long
https://loft.com.br/imovel/casa-avenida-euclides-jabaquara-sao-paulo-2-quartos-236m2/pynw1k;Avenida Euclides - Jabaquara - São Paulo - SP;Jabaquara;520000;Sem info;236;2203;2;1;0;1;0;Não;Sem descrição;100000000;12213;2023-05-02T00:00;;
https://loft.com.br/imovel/casa-avenida-general-ataliba-leonel-tucuruvi-sao-paulo-3-quartos-246m2/1g4a4hr;Avenida General Ataliba Leonel - Tucuruvi - São Paulo - SP;Tucuruvi;1200000;Sem info;246;4878;3;1;0;4;0;Não;Sem descrição;388;12214;2023-05-02T00:00;;
https://loft.com.br/imovel/casa-avenida-general-ataliba-leonel-tucuruvi-sao-paulo-4-quartos-119m2/14g73f9;Avenida General Ataliba Leonel - Tucuruvi - São Paulo - SP;Tucuruvi;620000;Sem info;119;5210;4;2;0;4;0;Não;Sem descrição;451;12215;2023-05-02T00:00;;
https://loft.com.br/imovel/casa-avenida-jorge-joao-saad-morumbi-sao-paulo-4-quartos-230m2/ueulfk;Avenida Jorge João Saad - Morumbi - São Paulo - SP;Morumbi;2100000;Sem info;230;9130;4;2;0;4;0;Não;Sem descrição;100000000;12216;2023-05-02T00:00;;
https://loft.com.br/imovel/casa-avenida-lacerda-franco-cambuci-sao-paulo-3-quartos-140m2/8e2l77;Avenida Lacerda Franco - Cambuci - São Paulo - SP;Cambuci;750000;Sem info;140;5357;3;1;0;2;0;Não;Sem descrição;100000000;12217;2023-05-02T00:00;;
https://loft.com.br/imovel/casa-avenida-locarno-tremembe-sao-paulo-4-quartos-320m2/1qhrp5y;Avenida Locarno - Tremembé - São Paulo - SP;Tremembé;1510000;Sem info;320;4718;4;2;0;4;0;Não;Sem descrição;100000000;12218;2023-05-02T00:00;;
https://loft.com.br/imovel/casa-avenida-moaci-moema-indios-sao-paulo-4-quartos-130m2/12ehuf5;Avenida Moaci - Moema Índios - São Paulo - SP;MoemaÍndios;2300000;Sem info;130;17692;4;1;0;1;0;Não;Sem descrição;810;12219;2023-05-02T00:00;;
https://loft.com.br/imovel/casa-avenida-piassanguaba-saude-sao-paulo-3-quartos-243m2/oe6ccu;Avenida Piassanguaba - Saúde - São Paulo - SP;Saúde;1390000;Sem info;243;5720;3;1;0;1;0;Não;Sem descrição;100000000;12220;2023-05-02T00:00;;
https://loft.com.br/imovel/casa-avenida-piassanguaba-saude-sao-paulo-4-quartos-250m2/1igeyu7;Avenida Piassanguaba - Saúde - São Paulo - SP;Saúde;1100000;Sem info;250;4400;4;2;0;4;0;Não;Sem descrição;317;12221;2023-05-02T00:00;;
https://loft.com.br/imovel/casa-avenida-sargento-miguel-de-sousa-filho-vila-maria-sao-paulo-3-quartos-117m2/1ccti21;Avenida Sargento Miguel de Sousa Filho - Vila Maria - São Paulo - SP;Vila Maria;1300000;Sem info;117;11111;3;0;0;5;0;Não;Sem descrição;100000000;12222;2023-05-02T00:00;;
https://loft.com.br/imovel/casa-avenida-senador-jose-ermirio-de-moraes-tremembe-sao-paulo-3-quartos-170m2/3f8zpy;Avenida Senador José Ermírio de Moraes - Tremembé - São Paulo - SP;Tremembé;650000;Sem info;170;3823;3;0;0;2;0;Não;Sem descrição;100000000;12223;2023-05-02T00:00;;
https://loft.com.br/imovel/casa-avenida-senador-jose-ermirio-de-moraes-tremembe-sao-paulo-3-quartos-172m2/7bdwke;Avenida Senador José Ermírio de Moraes - Tremembé - São Paulo - SP;Tremembé;985800;Sem info;172;5731;3;1;0;3;0;Não;Sem descrição;100000000;12224;2023-05-02T00:00;;
https://loft.com.br/imovel/casa-praca-costa-barbosa-aclimacao-sao-paulo-3-quartos-140m2/1ergup0;Praça Costa Barbosa - Aclimação - São Paulo - SP;Aclimação;3200000;Sem info;140;22857;3;1;0;4;0;Não;Sem descrição;876;12225;2023-05-02T00:00;;
https://loft.com.br/imovel/casa-rua-abreu-lemos-tucuruvi-sao-paulo-4-quartos-320m2/17p592e;Rua Abreu Lemos - Tucuruvi - São Paulo - SP;Tucuruvi;1800000;Sem info;320;5625;4;1;0;4;0;Não;Sem descrição;100000000;12226;2023-05-02T00:00;;
https://loft.com.br/imovel/casa-rua-abreu-lemos-tucuruvi-sao-paulo-4-quartos-360m2/10rslk3;Rua Abreu Lemos - Tucuruvi - São Paulo - SP;Tucuruvi;2650000;Sem info;360;7361;4;3;0;6;0;Não;Sem descrição;100000000;12227;2023-05-02T00:00;;
https://loft.com.br/imovel/casa-rua-adherbal-stresser-raposo-tavares-sao-paulo-2-quartos-85m2/1suykbj;Rua Adherbal Stresser - Raposo Tavares - São Paulo - SP;Raposo Tavares;404000;Sem info;85;4752;2;0;0;1;0;Não;Sem descrição;100000000;12228;2023-05-02T00:00;;
https://loft.com.br/imovel/casa-rua-aimbere-sumare-sao-paulo-2-quartos-121m2/6j1vnu;Rua Aimberê - Sumaré - São Paulo - SP;Sumaré;1609000;Sem info;121;13297;2;1;0;2;0;Não;Sem descrição;344;12229;2023-05-02T00:00;;
https://loft.com.br/imovel/casa-rua-almirante-pereira-guimaraes-sumare-sao-paulo-6-quartos-499m2/k4k1i;Rua Almirante Pereira Guimarães - Sumaré - São Paulo - SP;Sumaré;5200000;Sem info;499;10420;6;3;0;6;0;Não;Sem descrição;566;12230;2023-05-02T00:00;;
https://loft.com.br/imovel/casa-rua-alves-maldonado-vila-matilde-sao-paulo-3-quartos-180m2/far1g3;Rua Alves Maldonado - Vila Matilde - São Paulo - SP;Vila Matilde;505000;Sem info;180;2805;3;1;0;1;0;Não;Sem descrição;100000000;12231;2023-05-02T00:00;;
https://loft.com.br/imovel/casa-rua-americo-vespucci-vila-prudente-sao-paulo-4-quartos-270m2/18j0rpt;Rua Américo Vespucci - Vila Prudente - São Paulo - SP;Vila Prudente;1400000;Sem info;270;5185;4;1;0;3;0;Não;Sem descrição;587;12232;2023-05-02T00:00;;
https://loft.com.br/imovel/casa-rua-anatolia-alto-de-pinheiros-sao-paulo-5-quartos-650m2/ngdffc;Rua Anatólia - Alto de Pinheiros - São Paulo - SP;Altode Pinheiros;6954000;Sem info;650;10698;5;4;0;7;0;Não;Sem descrição;100000000;12233;2023-05-02T00:00;;
https://loft.com.br/imovel/casa-rua-andrea-paulinetti-santo-amaro-sao-paulo-4-quartos-174m2/cmml8g;Rua Andréa Paulinetti - Santo Amaro - São Paulo - SP;Santo Amaro;960000;Sem info;174;5517;4;1;0;1;0;Não;Sem descrição;190;12234;2023-05-02T00:00;;
https://loft.com.br/imovel/casa-rua-angelo-capricho-tremembe-sao-paulo-2-quartos-154m2/9vl039;Rua Ângelo Capricho - Tremembé - São Paulo - SP;Tremembé;695800;Sem info;154;4518;2;0;0;2;0;Não;Sem descrição;100000000;12235;2023-05-02T00:00;;
https://loft.com.br/imovel/casa-rua-angelo-ricchiutti-mandaqui-sao-paulo-3-quartos-122m2/bi25cm;Rua Ângelo Ricchiutti - Mandaqui - São Paulo - SP;Mandaqui;950000;Sem info;122;7786;3;1;0;3;0;Não;Sem descrição;100000000;12236;2023-05-02T00:00;;
https://loft.com.br/imovel/casa-rua-angelo-ricchiutti-mandaqui-sao-paulo-3-quartos-200m2/1k97795;Rua Ângelo Ricchiutti - Mandaqui - São Paulo - SP;Mandaqui;900000;Sem info;200;4500;3;1;0;4;0;Não;Sem descrição;100000000;12237;2023-05-02T00:00;;
https://loft.com.br/imovel/casa-rua-antonio-de-gouveia-giudice-alto-de-pinheiros-sao-paulo-4-quartos-340m2/iicfzo;Rua Antônio de Gouveia Giudice - Alto de Pinheiros - São Paulo - SP;Altode Pinheiros;5300000;Sem info;340;15588;4;4;0;1;0;Não;Sem descrição;100000000;12238;2023-05-02T00:00;;
https://loft.com.br/imovel/casa-rua-antonio-splendore-parque-interlagos-sao-paulo-7-quartos-550m2/11vwzrb;Rua Antônio Splendore - Parque Interlagos - São Paulo - SP;Parque Interlagos;1900000;Sem info;550;3454;7;7;0;3;0;Não;Sem descrição;100000000;12239;2023-05-02T00:00;;
https://loft.com.br/imovel/casa-rua-artur-sievers-tremembe-sao-paulo-4-quartos-801m2/13o5fnj;Rua Artur Sievers - Tremembé - São Paulo - SP;Tremembé;4300000;Sem info;801;5368;4;4;0;5;0;Não;Sem descrição;100000000;12240;2023-05-02T00:00;;
https://loft.com.br/imovel/casa-rua-augusto-de-lima-tucuruvi-sao-paulo-2-quartos-92m2/uksse6;Rua Augusto de Lima - Tucuruvi - São Paulo - SP;Tucuruvi;530000;Sem info;92;5760;2;0;0;2;0;Não;Sem descrição;100000000;12241;2023-05-02T00:00;;
https://loft.com.br/imovel/casa-rua-augusto-tortorelo-araujo-jardim-sao-paulo-sao-paulo-3-quartos-193m2/xv2wfm;Rua Augusto Tortorelo Araújo - Jardim São Paulo - São Paulo - SP;Jardim São Paulo;1250000;Sem info;193;6476;3;3;0;5;0;Não;Sem descrição;548;12242;2023-05-02T00:00;;
https://loft.com.br/imovel/casa-rua-aureliano-leal-jardim-sao-paulo-sao-paulo-3-quartos-150m2/orz0v8;Rua Aureliano Leal - Jardim São Paulo - São Paulo - SP;Jardim São Paulo;1277000;Sem info;150;8513;3;0;0;1;0;Não;Sem descrição;912;12243;2023-05-02T00:00;;
https://loft.com.br/imovel/casa-rua-bandim-alto-de-pinheiros-sao-paulo-6-quartos-450m2/2h682g;Rua Bandim - Alto de Pinheiros - São Paulo - SP;Altode Pinheiros;4400000;Sem info;450;9777;6;4;0;0;0;Não;Sem descrição;100000000;12244;2023-05-02T00:00;;
https://loft.com.br/imovel/casa-rua-barao-do-triunfo-campo-belo-sao-paulo-2-quartos-220m2/xqc4ly;Rua Barão do Triunfo - Campo Belo - São Paulo - SP;Campo Belo;2130000;Sem info;220;9681;2;1;0;1;0;Não;Sem descrição;350;12245;2023-05-02T00:00;;
https://loft.com.br/imovel/casa-rua-bartira-perdizes-sao-paulo-3-quartos-241m2/1wca329;Rua Bartira - Perdizes - São Paulo - SP;Perdizes;1500000;Sem info;241;6224;3;1;0;5;0;Não;Sem descrição;100000000;12246;2023-05-02T00:00;;
https://loft.com.br/imovel/casa-rua-bartolomeo-laurenti-brasilandia-sao-paulo-4-quartos-110m2/i85zfn;Rua Bartolomeo Laurenti - Brasilândia - São Paulo - SP;Brasilândia;600000;Sem info;110;5454;4;2;0;3;0;Não;Sem descrição;100000000;12247;2023-05-02T00:00;;
https://loft.com.br/imovel/casa-rua-bartolomeu-diniz-mandaqui-sao-paulo-2-quartos-121m2/hepill;Rua Bartolomeu Diniz - Mandaqui - São Paulo - SP;Mandaqui;850000;Sem info;121;7024;2;0;0;2;0;Não;Sem descrição;100000000;12248;2023-05-02T00:00;;
https://loft.com.br/imovel/casa-rua-bastos-pereira-vila-nova-conceicao-sao-paulo-4-quartos-168m2/tzos7z;Rua Bastos Pereira - Vila Nova Conceição - São Paulo - SP;Vila Nova Conceição;3000000;Sem info;168;17857;4;4;0;5;0;Não;Sem descrição;100000000;12249;2023-05-02T00:00;;
https://loft.com.br/imovel/casa-rua-benta-pereira-santana-sao-paulo-4-quartos-350m2/14i47un;Rua Benta Pereira - Santana - São Paulo - SP;Santana;1450000;Sem info;350;4142;4;2;0;5;0;Não;Sem descrição;100000000;12250;2023-05-02T00:00;;
https://loft.com.br/imovel/casa-rua-bento-da-rocha-tremembe-sao-paulo-3-quartos-94m2/1dqvk1k;Rua Bento da Rocha - Tremembé - São Paulo - SP;Tremembé;500000;Sem info;94;5319;3;1;0;3;0;Não;Sem descrição;100000000;12251;2023-05-02T00:00;;
https://loft.com.br/imovel/casa-rua-bergamota-alto-de-pinheiros-sao-paulo-3-quartos-190m2/ytgwnd;Rua Bergamota - Alto de Pinheiros - São Paulo - SP;Altode Pinheiros;1580000;Sem info;190;8315;3;2;0;6;0;Não;Sem descrição;100000000;12252;2023-05-02T00:00;;
https://loft.com.br/imovel/casa-rua-berlioz-alto-de-pinheiros-sao-paulo-4-quartos-349m2/b116fe;Rua Berlioz - Alto de Pinheiros - São Paulo - SP;Altode Pinheiros;4000000;Sem info;349;11461;4;4;0;0;0;Não;Sem descrição;100000000;12253;2023-05-02T00:00;;
https://loft.com.br/imovel/casa-rua-bernardo-de-vasconcelos-tucuruvi-sao-paulo-4-quartos-450m2/d66m8t;Rua Bernardo de Vasconcelos - Tucuruvi - São Paulo - SP;Tucuruvi;2900000;Sem info;450;6444;4;3;0;5;0;Não;Sem descrição;100000000;12254;2023-05-02T00:00;;
https://loft.com.br/imovel/casa-rua-bolivar-santo-amaro-sao-paulo-5-quartos-434m2/jtru9a;Rua Bolivar - Santo Amaro - São Paulo - SP;Santo Amaro;2700000;Sem info;434;6221;5;3;0;1;0;Não;Sem descrição;637;12255;2023-05-02T00:00;;
https://loft.com.br/imovel/casa-rua-bom-jesus-agua-rasa-sao-paulo-3-quartos-120m2/nd3q3s;Rua Bom Jesus - Água Rasa - São Paulo - SP;Água Rasa;750000;Sem info;120;6250;3;3;0;4;0;Não;Sem descrição;100000000;12256;2023-05-02T00:00;;
https://loft.com.br/imovel/casa-rua-borges-tucuruvi-sao-paulo-3-quartos-300m2/1phtls2;Rua Borges - Tucuruvi - São Paulo - SP;Tucuruvi;850000;Sem info;300;2833;3;1;0;3;0;Não;Sem descrição;100000000;12257;2023-05-02T00:00;;
https://loft.com.br/imovel/casa-rua-brasilina-fonseca-jabaquara-sao-paulo-3-quartos-180m2/cvaoml;Rua Brasilina Fonseca - Jabaquara - São Paulo - SP;Jabaquara;585000;Sem info;180;3250;3;1;0;1;0;Não;Sem descrição;100000000;12258;2023-05-02T00:00;;
https://loft.com.br/imovel/casa-rua-brigadeiro-galvao-santa-cecilia-sao-paulo-2-quartos-65m2/awb1ij;Rua Brigadeiro Galvão - Santa Cecília - São Paulo - SP;Santa Cecília;490000;Sem info;65;7538;2;1;0;2;0;Não;Sem descrição;714;12259;2023-05-02T00:00;;
https://loft.com.br/imovel/casa-rua-cabiuna-jabaquara-sao-paulo-3-quartos-135m2/19l06c7;Rua Cabiúna - Jabaquara - São Paulo - SP;Jabaquara;1277000;Sem info;135;9459;3;0;0;2;0;Não;Sem descrição;100000000;12260;2023-05-02T00:00;;
https://loft.com.br/imovel/casa-rua-caldas-de-moncao-mandaqui-sao-paulo-5-quartos-80m2/z7q6oe;Rua Caldas de Monção - Mandaqui - São Paulo - SP;Mandaqui;450000;Sem info;80;5625;5;0;0;4;0;Não;Sem descrição;100000000;12261;2023-05-02T00:00;;
https://loft.com.br/imovel/casa-rua-calogero-calia-cursino-sao-paulo-5-quartos-150m2/1bivze;Rua Calógero Calia - Cursino - São Paulo - SP;Cursino;1100000;Sem info;150;7333;5;0;0;2;0;Não;Sem descrição;100000000;12262;2023-05-02T00:00;;
https://loft.com.br/imovel/casa-rua-campo-grande-alto-da-lapa-sao-paulo-2-quartos-223m2/52toit;Rua Campo Grande - Alto da Lapa - São Paulo - SP;Altoda Lapa;1800000;Sem info;223;8071;2;0;0;3;0;Não;Sem descrição;100000000;12263;2023-05-02T00:00;;
https://loft.com.br/imovel/casa-rua-campo-largo-agua-rasa-sao-paulo-2-quartos-297m2/19sryrb;Rua Campo Largo - Água Rasa - São Paulo - SP;Água Rasa;1016000;Sem info;297;3420;2;0;0;1;0;Não;Sem descrição;100000000;12264;2023-05-02T00:00;;
https://loft.com.br/imovel/casa-rua-camundo-saude-sao-paulo-5-quartos-286m2/xle308;Rua Camundo - Saúde - São Paulo - SP;Saúde;1600000;Sem info;286;5594;5;2;0;4;0;Não;Sem descrição;100000000;12265;2023-05-02T00:00;;
https://loft.com.br/imovel/casa-rua-capepuxis-alto-de-pinheiros-sao-paulo-5-quartos-400m2/gi7inf;Rua Capepuxis - Alto de Pinheiros - São Paulo - SP;Altode Pinheiros;3200000;Sem info;400;8000;5;1;0;6;0;Não;Sem descrição;100000000;12266;2023-05-02T00:00;;
https://loft.com.br/imovel/casa-rua-capibaribe-campo-belo-sao-paulo-3-quartos-150m2/1d71pld;Rua Capibaribe - Campo Belo - São Paulo - SP;Campo Belo;720000;Sem info;150;4800;3;1;0;4;0;Não;Sem descrição;100000000;12267;2023-05-02T00:00;;
https://loft.com.br/imovel/casa-rua-capitao-alcook-vila-medeiros-sao-paulo-2-quartos-132m2/v4tr55;Rua Capitão Alcook - Vila Medeiros - São Paulo - SP;Vila Medeiros;580000;Sem info;132;4393;2;2;0;3;0;Não;Sem descrição;100000000;12268;2023-05-02T00:00;;
https://loft.com.br/imovel/casa-rua-capitao-jose-aguirre-camargo-tremembe-sao-paulo-2-quartos-60m2/1vxy3rd;Condomínio Reserva Da Cantareira - Rua Capitão José Aguirre Camargo - Tremembé - São Paulo - SP;Tremembé;460000;Sem info;60;7666;2;0;0;3;0;Não;Sem descrição;100000000;12269;2023-05-02T00:00;;
https://loft.com.br/imovel/casa-rua-capitao-mor-rodrigues-de-almeida-jaguara-sao-paulo-3-quartos-120m2/1y0gihg;Rua Capitão - mor Rodrigues de Almeida - Jaguara - São Paulo - SP;Jaguara;745000;Sem info;120;6208;3;2;0;3;0;Não;Sem descrição;100000000;12270;2023-05-02T00:00;;
https://loft.com.br/imovel/casa-rua-capitao-otavio-machado-santo-amaro-sao-paulo-3-quartos-170m2/ggblmq;Rua Capitão Otávio Machado - Santo Amaro - São Paulo - SP;Santo Amaro;1549000;Sem info;170;9111;3;1;0;2;0;Não;Sem descrição;870;12271;2023-05-02T00:00;;
https://loft.com.br/imovel/casa-rua-capitao-valdir-alves-de-siqueira-jabaquara-sao-paulo-2-quartos-90m2/f3qvcw;Rua Capitão Valdir Alves de Siqueira - Jabaquara - São Paulo - SP;Jabaquara;398000;Sem info;90;4422;2;1;0;1;0;Não;Sem descrição;100000000;12272;2023-05-02T00:00;;
https://loft.com.br/imovel/casa-rua-carlos-henrique-pereira-neves-rio-pequeno-sao-paulo-4-quartos-490m2/gj5stv;Rua Carlos Henrique Pereira Neves - Rio Pequeno - São Paulo - SP;Rio Pequeno;2400000;Sem info;490;4897;4;4;0;7;0;Não;Sem descrição;100000000;12273;2023-05-02T00:00;;
https://loft.com.br/imovel/casa-rua-caruso-vila-prudente-sao-paulo-2-quartos-90m2/1edwbvk;Rua Caruso - Vila Prudente - São Paulo - SP;Vila Prudente;535000;Sem info;90;5944;2;2;0;2;0;Não;Sem descrição;100000000;12274;2023-05-02T00:00;;
https://loft.com.br/imovel/casa-rua-cassio-martins-vilaca-sumare-sao-paulo-4-quartos-427m2/108xkqe;Rua Cássio Martins Vilaça - Sumaré - São Paulo - SP;Sumaré;2862000;Sem info;427;6702;4;2;0;6;0;Não;Sem descrição;796;12275;2023-05-02T00:00;;
https://loft.com.br/imovel/casa-rua-cayowaa-perdizes-sao-paulo-3-quartos-310m2/u3654n;Rua Cayowaá - Perdizes - São Paulo - SP;Perdizes;2090000;Sem info;310;6741;3;1;0;5;0;Não;Sem descrição;100000000;12276;2023-05-02T00:00;;
https://loft.com.br/imovel/casa-rua-cayowaa-sumare-sao-paulo-3-quartos-136m2/epk3xg;Rua Cayowaá - Sumaré - São Paulo - SP;Sumaré;1580000;Sem info;136;11617;3;0;0;3;0;Não;Sem descrição;468;12277;2023-05-02T00:00;;
https://loft.com.br/imovel/casa-rua-ceara-sumare-sao-paulo-4-quartos-708m2/ngearh;Rua Ceará - Sumaré - São Paulo - SP;Sumaré;12000000;Sem info;708;16949;4;1;0;7;0;Não;Sem descrição;975;12278;2023-05-02T00:00;;
https://loft.com.br/imovel/casa-rua-cecilia-meireles-vila-maria-sao-paulo-3-quartos-450m2/7qznkn;Rua Cecília Meireles - Vila Maria - São Paulo - SP;Vila Maria;1400000;Sem info;450;3111;3;2;0;5;0;Não;Sem descrição;100000000;12279;2023-05-02T00:00;;
https://loft.com.br/imovel/casa-rua-centenario-do-sul-pirituba-sao-paulo-3-quartos-205m2/u8qffu;Rua Centenário do Sul - Pirituba - São Paulo - SP;Pirituba;650000;Sem info;205;3170;3;1;0;3;0;Não;Sem descrição;100000000;12280;2023-05-02T00:00;;
https://loft.com.br/imovel/casa-rua-charles-darwin-jabaquara-sao-paulo-2-quartos-100m2/bq4cll;Rua Charles Darwin - Jabaquara - São Paulo - SP;Jabaquara;550000;Sem info;100;5500;2;0;0;2;0;Não;Sem descrição;100000000;12281;2023-05-02T00:00;;
https://loft.com.br/imovel/casa-rua-cipriano-barata-ipiranga-sao-paulo-3-quartos-200m2/1azo1kc;Rua Cipriano Barata - Ipiranga - São Paulo - SP;Ipiranga;900000;Sem info;200;4500;3;1;0;4;0;Não;Sem descrição;100000000;12282;2023-05-02T00:00;;
https://loft.com.br/imovel/casa-rua-comandante-ferreira-carneiro-freguesia-do-o-sao-paulo-3-quartos-240m2/1o5jkp7;Rua Comandante Ferreira Carneiro - Freguesia do Ó - São Paulo - SP;FreguesiadoÓ;900000;Sem info;240;3750;3;1;0;1;0;Não;Sem descrição;100000000;12283;2023-05-02T00:00;;
https://loft.com.br/imovel/casa-rua-conceicao-de-monte-alegre-brooklin-sao-paulo-3-quartos-140m2/cvtgj0;Rua Conceição de Monte Alegre - Brooklin - São Paulo - SP;Brooklin;1630000;Sem info;140;11642;3;1;0;3;0;Não;Sem descrição;100000000;12284;2023-05-02T00:00;;
https://loft.com.br/imovel/casa-rua-conde-de-assumar-tucuruvi-sao-paulo-3-quartos-124m2/wdyv4r;Conde de Assumar - Tucuruvi - São Paulo - SP;Tucuruvi;620000;Sem info;124;5000;3;1;0;2;0;Não;Sem descrição;100000000;12285;2023-05-02T00:00;;
https://loft.com.br/imovel/casa-rua-conselheiro-torres-homem-jardim-paulistano-sao-paulo-4-quartos-716m2/j9vbds;Rua Conselheiro Torres Homem - Jardim Paulistano - São Paulo - SP;Jardim Paulistano;17180000;Sem info;716;23994;4;4;0;4;0;Não;Sem descrição;100000000;12286;2023-05-02T00:00;;
https://loft.com.br/imovel/casa-rua-coronel-cassio-de-barros-casa-verde-sao-paulo-3-quartos-64m2/q96b34;Rua Coronel Cássio de Barros - Casa Verde - São Paulo - SP;Casa Verde;470000;Sem info;64;7343;3;1;0;3;0;Não;Sem descrição;100000000;12287;2023-05-02T00:00;;
https://loft.com.br/imovel/casa-rua-coronel-diogo-chacara-klabin-sao-paulo-3-quartos-240m2/1yl297k;Rua Coronel Diogo - Chácara Klabin - São Paulo - SP;Chácara Klabin;1220000;Sem info;240;5083;3;1;0;5;0;Não;Sem descrição;100000000;12288;2023-05-02T00:00;;
https://loft.com.br/imovel/casa-rua-coronel-ferreira-leal-butanta-sao-paulo-2-quartos-216m2/1dpjyy9;Rua Coronel Ferreira Leal - Butantã - São Paulo - SP;Butantã;775000;Sem info;216;3587;2;1;0;3;0;Não;Sem descrição;100000000;12289;2023-05-02T00:00;;
https://loft.com.br/imovel/casa-rua-coronel-higino-borges-dos-santos-santana-sao-paulo-3-quartos-480m2/1omsffe;Rua Coronel Higino Borges dos Santos - Santana - São Paulo - SP;Santana;3290000;Sem info;480;6854;3;3;0;5;0;Não;Sem descrição;787;12290;2023-05-02T00:00;;
https://loft.com.br/imovel/casa-rua-coronel-marcilio-franco-tucuruvi-sao-paulo-2-quartos-130m2/1x6ujiv;Rua Coronel Marcílio Franco - Tucuruvi - São Paulo - SP;Tucuruvi;850000;Sem info;130;6538;2;0;0;2;0;Não;Sem descrição;100000000;12291;2023-05-02T00:00;;
https://loft.com.br/imovel/casa-rua-coronel-octavio-azeredo-tucuruvi-sao-paulo-3-quartos-107m2/1t5uayx;Rua Coronel Octávio Azeredo - Tucuruvi - São Paulo - SP;Tucuruvi;450000;Sem info;107;4205;3;0;0;1;0;Não;Sem descrição;100000000;12292;2023-05-02T00:00;;
https://loft.com.br/imovel/casa-rua-coronel-pedro-dias-de-campos-vila-matilde-sao-paulo-2-quartos-69m2/1huz58o;Rua Coronel Pedro Dias de Campos - Vila Matilde - São Paulo - SP;Vila Matilde;400000;Sem info;69;5797;2;0;0;1;0;Não;Sem descrição;366;12293;2023-05-02T00:00;;
https://loft.com.br/imovel/casa-rua-da-grota-tucuruvi-sao-paulo-2-quartos-65m2/1ykuti6;Rua da Grota - Tucuruvi - São Paulo - SP;Tucuruvi;630000;Sem info;65;9692;2;0;0;1;0;Não;Sem descrição;817;12294;2023-05-02T00:00;;
https://loft.com.br/imovel/casa-rua-da-grota-tucuruvi-sao-paulo-3-quartos-160m2/14ysdi4;Rua da Grota - Tucuruvi - São Paulo - SP;Tucuruvi;850000;Sem info;160;5312;3;1;0;3;0;Não;Sem descrição;814;12295;2023-05-02T00:00;;
https://loft.com.br/imovel/casa-rua-das-imbiras-tremembe-sao-paulo-2-quartos-80m2/1jwevpn;Rua das Imbiras - Tremembé - São Paulo - SP;Tremembé;750000;Sem info;80;9375;2;0;0;1;0;Não;Sem descrição;100000000;12296;2023-05-02T00:00;;
https://loft.com.br/imovel/casa-rua-desembargador-alipio-bastos-jabaquara-sao-paulo-2-quartos-115m2/dqfkn5;Rua Desembargador Alípio Bastos - Jabaquara - São Paulo - SP;Jabaquara;555000;Sem info;115;4826;2;1;0;2;0;Não;Sem descrição;907;12297;2023-05-02T00:00;;
https://loft.com.br/imovel/casa-rua-diogo-da-costa-tucuruvi-sao-paulo-3-quartos-362m2/q3rtpt;Rua Diogo da Costa - Tucuruvi - São Paulo - SP;Tucuruvi;965000;Sem info;362;2665;3;3;0;5;0;Não;Sem descrição;861;12298;2023-05-02T00:00;;
https://loft.com.br/imovel/casa-rua-do-gama-vila-clementino-sao-paulo-5-quartos-583m2/xy5cxl;Rua do Gama - Vila Clementino - São Paulo - SP;Vila Clementino;9000000;Sem info;583;15437;5;4;0;6;0;Não;Sem descrição;604;12299;2023-05-02T00:00;;
https://loft.com.br/imovel/casa-rua-do-simbolo-vila-andrade-sao-paulo-4-quartos-200m2/166jg1y;Rua do Símbolo - Vila Andrade - São Paulo - SP;Vila Andrade;960001;Sem info;200;4800;4;2;0;5;0;Não;Sem descrição;100000000;12300;2023-05-02T00:00;;
https://loft.com.br/imovel/casa-rua-do-sossego-pedreira-sao-paulo-4-quartos-221m2/f4lmyf;Rua do Sossego - Pedreira - São Paulo - SP;Pedreira;898000;Sem info;221;4063;4;2;0;3;0;Não;Sem descrição;100000000;12301;2023-05-02T00:00;;
https://loft.com.br/imovel/casa-rua-dom-manuel-da-cruz-carrao-sao-paulo-3-quartos-192m2/dn7g8o;Rua Dom Manuel da Cruz - Carrão - São Paulo - SP;Carrão;1100000;Sem info;192;5729;3;1;0;2;0;Não;Sem descrição;100000000;12302;2023-05-02T00:00;;
https://loft.com.br/imovel/casa-rua-domingos-de-roque-tremembe-sao-paulo-3-quartos-97m2/1gnpzg7;Rua Domingos de Roque - Tremembé - São Paulo - SP;Tremembé;500000;Sem info;97;5154;3;1;0;3;0;Não;Sem descrição;100000000;12303;2023-05-02T00:00;;
https://loft.com.br/imovel/casa-rua-donato-pirituba-sao-paulo-2-quartos-98m2/9amzqm;Rua Donato - Pirituba - São Paulo - SP;Pirituba;690000;Sem info;98;7040;2;2;0;3;0;Não;Sem descrição;100000000;12304;2023-05-02T00:00;;
https://loft.com.br/imovel/casa-rua-dos-aliados-alto-da-lapa-sao-paulo-5-quartos-500m2/1saklvz;Rua dos Aliados - Alto da Lapa - São Paulo - SP;Altoda Lapa;3000000;Sem info;500;6000;5;4;0;1;0;Não;Sem descrição;100000000;12305;2023-05-02T00:00;;
https://loft.com.br/imovel/casa-rua-dos-macaxas-ipiranga-sao-paulo-3-quartos-137m2/2li0l4;Rua dos Macaxás - Ipiranga - São Paulo - SP;Ipiranga;820000;Sem info;137;5985;3;1;0;5;0;Não;Sem descrição;566;12306;2023-05-02T00:00;;
